cm,url
32.0,https://www.zappos.com/filters/footwear-women-shoes/egLUBIIBAqwYwAEB4gICGA8.zso?t=footwear
32.5,https://www.zappos.com/filters/footwear-women-shoes/egLUBIIBAq0YwAEB4gICGA8.zso?t=footwear
33.0,https://www.zappos.com/filters/footwear-women-shoes/egLUBIIBAq4YwAEB4gICGA8.zso?t=footwear
33.5,https://www.zappos.com/filters/footwear-women-shoes/egLUBIIBAq8YwAEB4gICGA8.zso?t=footwear
34.0,https://www.zappos.com/filters/footwear-women-shoes/egLUBIIBA4S4CMABAeICAhgP.zso?t=footwear
34.5,https://www.zappos.com/filters/footwear-women-shoes/egLUBIIBArAYwAEB4gICGA8.zso?t=footwear
35.0,https://www.zappos.com/filters/footwear-women-shoes/egLUBIIBA4C4CMABAeICAhgP.zso?t=footwear
35.5,https://www.zappos.com/filters/footwear-women-shoes/egLUBIIBArEYwAEB4gICGA8.zso?t=footwear
36.0,https://www.zappos.com/filters/footwear-women-shoes/egLUBIIBA4G4CMABAeICAhgP.zso?t=footwear
36.5,https://www.zappos.com/filters/footwear-women-shoes/egLUBIIBArIYwAEB4gICGA8.zso?t=footwear
37.0,https://www.zappos.com/filters/footwear-women-shoes/egLUBIIBA4K4CMABAeICAhgP.zso?t=footwear
37.5,https://www.zappos.com/filters/footwear-women-shoes/egLUBIIBArMYwAEB4gICGA8.zso?t=footwear
38.0,https://www.zappos.com/filters/footwear-women-shoes/egLUBIIBA4O4CMABAeICAhgP.zso?t=footwear
38.5,https://www.zappos.com/filters/footwear-women-shoes/egLUBIIBArQYwAEB4gICGA8.zso?t=footwear
39.0,https://www.zappos.com/filters/search/footwear/filter/txAttrFacet_Gender/%22Women%22/hc_women_size/%2220.5%22
39.5,https://www.zappos.com/filters/search/footwear/filter/txAttrFacet_Gender/%22Women%22/hc_women_size/%2221%22
40.0,https://www.zappos.com/filters/search/footwear/filter/txAttrFacet_Gender/%22Women%22/hc_women_size/%2221.5%22
